comment,True_Label,Predict
"Dáng áo đẹp , hợp với giá tiền.",4,4
Làm ăn vớ vẩn.,1,1
Hàng ok.,5,5
Chất lượng sản phẩm tuyệt vời:)).,5,5
Sẽ giới thiệu bạn bè.,5,5
Chất lượng sản phẩm tạm được Đóng gói sản phẩm kém.,1,1
Hàng đẹp và mát.,4,4
Shop phục vụ rất tốt.,5,5
Chất lượng sản phẩm tuyệt vời.,5,5
Đẹp nhu hình.,3,3
Cũng đc thôi chứ k chất lắm.,3,3
"Kiểu dáng giống hình, chất cũng khá ổn.",4,4
Kiểu dáng ok.,4,4
"Đường may bị lỗi, chất vải ổn.",4,4
...,3,5
Shop ơi!,3,5
"Chủ shop nói chuyện rất lịch sự, dễ thương!",5,5
Giao sai mẫu nên không đánh giá chính xác sản phẩm này được.,1,1
có quà tặng kèm rất đáng yêu ạ ><.,5,5
Với lại những áo nào hết shop ko nên để lên đó lúc mua đặt hàng được nhưng shop lại thiếu hàng.,2,2
Hàng k đc rộng như trong hình.,2,2
Chất lượng sản phẩm tuyệt vời.,5,5
Đẹp đáng tiền.,5,5
Giặt xong nhăn quá.,2,1
cảm ơn shop đã tặng quà.,5,5
"Ngon bổ rẻ, mà đẹp xịn luôn.",5,5
Cảm giác chờ đợi ghàng rồi tới lúc kiểm hàng ko có!,1,1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,5,5
Thời gian giao hàng rất nhanh.,5,5
Sản phẩm tốt nha bạn ^^.,5,5
Mặc nhà ok.,4,4
Chật lượng OK.,4,4
Chất vải dày dặn form rộng.,4,4
Cho shop 5 sao.,5,5
"Hàng giao ko đúng màu, chất lượng sp được, nhân viên giao hàng rất khó chịu.",2,2
Chất lượng sản phẩm tuyệt vời Chủ shop nhiệt tình mình sẽ ủng hộ tiếp ạ.,5,5
Shop tư vấn nhiệt tình.,5,5
bán áo thun gân mà để áo len!,2,2
Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,5,5
"Chất lượng sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền,Shop phục vu qua kem , nhan tin ve so Tien se hoan lai thi khong thay tra lỏi gì het.",1,1
Chất lại còn dày dặn.,5,5
"Áo đẹp, vải thích lắm.",5,5
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Chất vải mặc mát và mềm mịn.,5,5
Ko đẹp bằng áo dài tay mua trước tết.,2,2
Mình đã nhận dc hàng.,4,3
Áo chất đẹp mặc form chuẩn . rất đáng tiền.,5,5
Thời gian giao hàng rất nhanh .,5,5
"Sản phẩm đẹp, tốt.",5,5
Sản phẩm đẹp như hình.,4,5
Đặt kiểu giao kiểu.,2,2
Shop phục vụ rất tốt Rất đáng tiền.,5,5
"Chất lượng sản phẩm rất kém đóng gói thì ok, tôi khuyên các bạn ko nên mua sản phẩm này.",1,1
Chất vải Ko dc tốt đóng gói xấu.,1,1
Chất lượng sản phẩm tuyệt vời.mỗi tội hơi ồn kêu to quá hihi.,5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn áo rất đẹp.,5,5
Cute lạc lối 😂😂.,5,5
"Áo đẹp , giống trong hình , sẽ ủng hộ shop dài dài.",4,4
Đáng đồng tiền quá hihi.,5,5
vải tốt.,5,5
Cảm ơn sh nhiu 😍😍😍😍😍.,5,5
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Rất không đáng tiền Shop phục vụ rất kém.,1,1
"Đóng gói sản phẩm rất chắc chắn, 3 lớp lun.",5,5
Đóng gói sản phẩm rất đẹp và chắc chắn và sản phẩm trong tình trạng rất tốt.,4,5
Chưa giặt nên không biết có bị giãn nhiều không?,3,3
"Áo này có tấm lót mỏng và phẳng lì, mặc vô nhìn như mặc áo thể thao á, nhưng chất ren rất mịn đẹp.",4,4
Đóng gói sản phẩm rất đẹp và chắc chắn với 39k mà chất liệu ntn là quá ưng luôn❤️.,5,5
Mình đã mua cái áo này là cái áo t3!,4,4
Bóng có độ dày vừa phải.,4,4
Hiện tại mình thấy rất ưng ý.,5,5
"mọi thứ đều ổn , hàng khá đẹp . chủ shop nói chuyện hài hòa . giải quyết vấn đề khá nhanh trong vòng 1 nốt nhạc .",5,5
Nhỏ hơn 1 size nhưng hàng đẹp.,3,3
"Thẻ cứng cáp, in màu sắc đẹp.",4,4
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt .,5,5
Quả áo hơi nhăn.,2,2
Rất đáng tiền lại kèm thêm quà xinh nữa.,4,5
Mà mik hk có đặt đôi giày mà shop lại giao thêm giày.,2,2
Hàng đẹp cô chủ dễ thương hết biết 😘😘😘.,5,5
Ưng lấm luôn,5,5
"chất vải còn khô cứng , mặc vào còn xước người, nói chung tạm ổn .",3,3
K đẹp.,2,2
Ko ngon như mình nghĩ.,2,2
"Vay đẹp kỹ,tu van nhiet tinh.",5,5
"Chất đẹp, sẽ mua lại lần nữa.",4,4
Áo đc shop ghi là mặc được dưới 53kg nhưng lại nhỏ giống size XS.,2,2
Đóng gói chưa đc đẹp.,3,3
Chất lượng sp kém.,1,1
Chất quần mềm.,3,3
phục vụ tốt.,5,5
Chất lượng sản phẩm đúng với giá tiền nhưng mình 48 kg mặc chật.,2,2
Khi dùng thơm và mềm môi.,5,5
tiền nào của nấy.,3,5
mẫu 2 : Hàng đẹp như hình.,5,5
"Chất lượng sản phẩm tốt nhưng góp ý shop nên dành thời gian check inb khách hơn, mình nhắn không lần nào shop rep cả !",3,3
"Nói chung quá thất vọng, mua về xong vứt xó chả mặc được !",1,1
Chất lượng sản phẩm tạm được.,4,3
"Gói hàng đẹp, dáng áo xinh.",5,5
"Bỉm chuẩn, dùng rất thích.",5,5
Áo quên chưa cắt phần cái cúc.,2,2
Chủ shop rất nhiệt tình và dễ thương.,5,5
"Ao mặc đẹp, chất đẹp . thời gian giao hàng rất nhanh.",5,5
Shop phục vụ chu đáo.,4,5
Lần đầu mua của shop cực kỳ ưng ý. 😁😁 shop giao hàng vừa nhanh.,5,5
"Shop phục vụ rất tốt, Đóng gói sản phẩm rất đẹp và chắc chắn, Hài lòng với sản phẩm.",5,5
Chất bình thường.,3,3
Bộ ngủ không giống trong hình.,1,1
chất liệu vải thì cũng tạm được. chán cái đường chỉ 1 cái thì bục chỉ ở túi còn 1 cái máy cả vào chun.,2,2
Chất lượng sản phẩm tuyệt vời form đẹp.,5,5
Tốt.giúp dễ dàng lấy bé ko sợ đau .bé rất hợp tác.,4,4
Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Chất lượng sản phẩm kém không đáng tiền chất vải nhăn mỏng rất xấu không xứng với giá tiền.,1,1
Nói chung là nét.có 10 sao cũng cho luôn.,5,5
Hàng k mấy chất lượng như trong hình 😐.,3,3
Nhưng chất áo k đc dày dặn như cái 65k mà mình hay mua.,3,3
Ủng hộ dài dài ạ.,5,5
"Viên này có tác dụng, tối hôm qua mới đặt, nay ra đã chết vài chú =))) Hi vọng diệt dk trong thời gian dài lũ gián này :) Rất đáng tiền.",4,4
Váy rất xinh. ^^.,5,5
Mic quá nhậy bà chuẩn.,4,5
"Đóng gói sản phẩm kém, mở ra mà tem đã bị thế rồi.",2,2
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,4,5
Rất đáng tiền.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
"Đẹp, có điều mình tưởng phân loại sọc xanh là sọc to hình thứ 2 T_T ai ngờ là sọc nhỏ nhưng cũng đẹp :D Shop phục vụ rất tốt.",4,4
Mua lan 2 rui...,3,3
Vào mở thì có bịch như bị chuột mâm ý.,1,1
"Hàng ok, tuy nhiên khi mua nên chọn nhỏ hơn 1 size vì vải co dãn nhiều.",5,5
Không giống như trong hình áo nhỏ như áo e bé mặt chứ khô phải người lớn mặt.,2,2
Shop phục vụ tận tình còn đt để tư vấn size k thì áo vck e rộng rinh r.,5,5
"Chất lượng thì khỏi phải nói nè, giao hàng siêu nhanh, còn bạn chủ shop phục vụ siêu dễ thương lun, sẽ ủng hộ shop tiếp nè ❤️.",5,5
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Cho 5*.,5,5
Chất lượng sản phẩm rất kém.,1,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Thời gian giao hàng rất nhanh.,5,5
"con đầu rất ưng nhưng con gửi sau cho mình vỏ nát be nát bét nha bác, chú ý khâu đóng gói cho mình.",2,2
Nt không nhắn lại.,1,1
Thời gian giao hàng rất nhanh.nhưng túi lọc rác máy giặt thì chẳng thấy lọc được cái j cả.không thấy hiệu quả như shop giới thiệu.,2,2
Rất đẹp luôn.,5,5
Ko uổng công mua hàng.!,4,5
Cảm ơn!,5,5
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,5,5
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền.,5,5
Em hài lòng với sản phẩm lắm ạ ❤️.,5,5
"Váy không đẹp như trong hình , sản phẩm không giống hình.",2,2
Áo rất đẹp.,5,5
shop uy tín . sản phẩm oki.,5,5
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Thời gian giao hàng tạm được.,4,4
Đóng gói sản phẩm rất đẹp và chắc chắn.,3,5
Túi đẹp lắm luôn.,5,5
Shop phục vụ khá tốt.,4,5
Màu khác nhau chất khác nhau theo.,3,3
Còn đc quà tặng nữa.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng tạm ổn Thời gian giao hàng rất nhanh.,5,5
M đặt thêm 2 chiếc nữa n ấn bị lỗi mạng sao ấy.,3,3
"Vải k được đẹp lắm, nhưng vs giá mua thì OK...",3,3
Giao hàng nhanh shop giao k đúng màu mình chọn biết sai màu mà shop vẫn gửi cho khách là sao ạ trả lại thì thương mấy anh đi ship hàng lần sau mua shop nhớ đưa đúng màu nhé.,2,2
"Hàng bình thường, đặt size theo cân nặng của mình nhưng không ngờ quần lại rộng, nhờ Shop đổi giúp và mình chịu rất cả phí ship nhưng Shop vẫn ko hỗ trợ đổi trả giúp, sau đó nt cho Shop thì Shop ko phản hồi, ko còn thiện cảm và sẽ từ bỏ ý định mua hàng của Shop.",1,1
chất và màu đẹp. vừa k thì mk chưa thử.,4,4
"Sp kém, ra màu.",1,1
Sản phẩm khi vận chuyển bị cấn móp .,2,2
Nơ xấu bị vải tưa ra.,1,1
Nhắn hỏi ko trả lời.,1,1
Áo rẻ mà đường may chắc chắn.,4,4
"Áo dày, đẹp.",5,4
Giao hàng nhanh hàng đẹp chất lượng vải tốt.,5,5
"Mô hình captain american màu sắt đẹp, chất nhựa cứng ko giống iron man đỏ lúc đầu mua của shop.",4,4
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời.,5,5
Nhưng rất ưng 👏👏.,4,5
Nói chung mấy dạng quần này thiết kế cho bầu nhưng chất liệu quá chán.,1,1
Nói chung sp ok.,4,4
Tks shop nha.,3,5
Xấu tệ hàng thì giảm xuống nhưng ship tính trên trời đặt mua đầm 59k phí ship 55k mà sản phẩm k đep thôi thì ra shop gần nhà mua tận tay thấy tận mắt chỉ có 250k chênh lêch k bao nhiêu nhưng cảm thấy xứng đáng vô cùng.,1,1
"Chất lượng sản phẩm kém, box siêu nát, không được đẹp như trong hình và khá chật so với size.",1,1
"Minh lay sz lớn nhất cho rộng roi , sz xxl mà nhìn thay bé hơn quần củ , chồng mình 72kg , sp chất thì nhìn tốt Đóng gói sản phẩm rất đẹp và chắc chắn.",5,5
"Chất lượng sản phẩm cũng tốt, mua đôi giày có kèm tặng phẩm đôi tất ko thấy, vào hỏi và đc shop xin lỗi và đền bù bằng card.",5,5
"Sản phẩm khá tốt, giao hàng nhanh.",4,5
"Áo dày dặn, chất đẹp, giống mẫu nhưng mỗi tội có đinh vết bẩn, giao hàng chậm.",3,3
Quá ok luôn sẽ ủng hộ shop.,5,5
"Áo mềm mịn, form hơi nhỏ.",4,4
Shop dễ thương sẽ tiếp tục ủng hộ.,4,5
Chất lượng sản phẩm tuyệt vời!,4,5
"Chất lượng sản phẩm tốt, nhưng cái vòng tay đc tặng như cái dây buộc tóc luôn :(.",3,3
Số với giá là váy đẹp.,5,5
"quần hơi ngắn, chất lượng tốt, giao hàng nhanh, rất thk❤❤ Shop phục vụ rất tốt.",5,5
Quần xinh 😚.,5,5
Thời gian giao hàng rất nhanh Chất lượng thì đôi giày hơi méo xíu .,4,4
Chất lượng sản phẩm tuyệt vời.,5,5
Chán.,2,1
"Áo đẹp , lên dáng chuẩn .",5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn chất đẹp.,5,5
Rất đáng tiền.,4,5
Thời gian giao hàng nhanh.,4,5
"Đóng gói sản phẩm rất đẹp và chắc chắn, chất liệu đẹp nhưng mặc trog áo bẩn và bị thâm nhiều chổ, from áo rất đẹp.",4,4
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
"Áo đẹp lắm, vừa nhận cái mặc luôn!!!",4,4
Áo from rộng như ảnh.,5,5
"Áo rất đẹp,cực đáng yêu luôn.",5,5
"Shop phục vụ rất tốt Thời gian giao hàng rất nhanh , dc tặng 3 cái dây buộc tóc nữa.",5,5
"Sản phẩm xuất xứ rõ ràng, giao hàng nhanh, phục vụ tốt nhưng nhờ shop lấy chai date tháng 12/2019 nhưng shop lại đưa date tháng 5.",3,3
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh.",4,5
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,5,5
Rất ok nha.,5,5
Rất đáng tiền.còn được shop tặng quà nữa.,5,5
Thời gian giao hàng nhanh.,3,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn giáo hàng rất nhanh.,5,5
"Chất lượng sản phẩm tạm được, trượt cơ học khá dít gây khó khăn cho sử dụng.",2,3
Chất lượng sản phẩm tuyệt vời quá đẹp.,5,5
"Vải mềm, mịn, mướt sờ rất thích nhưng cũng đồng nghĩa với mỏng 😂, có cảm giác mong manh dễ vỡ, không biết dùng tgian sẽ thế nào.",3,3
Còn được shop tặng quà nữa.,3,5
Chắc chắn vô cùng.,5,5
Tao áo ngắn và nhỏ.,3,2
Hợp giá tiền.,3,5
Dép rất là cute ❤️❤️❤️❤️ cảm ơn shop nha.,5,5
Mong nhân viên bên shop soạn hàng kĩ hơn :).,3,3
"Áo dáng rất nice, đúng kiểu ulzzang, hơi mỏng nhưng cx k phải điểm trừ lớn.",4,4
"Đến khi nhận phun sương yếu xìu, ib cho shop phản ánh thì ko thèm trả lời.",1,1
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn.,5,5
"Gấu êm mịn, tuyệt vời 😘😘.",5,5
"Co giãn tốt , thoải mái .",5,5
Chất lượng sản phẩm tuyệt vời.,5,5
Chất lượng sản phẩm tạm được.,4,3
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.,5,5
Hàng đẹp chị ah.,3,3
"Đóng gói sản phẩm rất đẹp và chắc chắn, chất lượng phải có tg dùng mới biết chư shop1.",5,5
Giao hàng nhanh.,5,5
Mua về đẹp quá chị gái nhờ đặt thêm 3 cái.,5,5
💜🙈 giao hành nhanh sáng đặt chiều đã có hàng.,5,5
Tiền nào của nấy.,2,5
"Giao hàng nhanh,mặc dù anh shiper làm móp cái hộp đựng.giày đúng như hình,mặc dù hơi lộ vân keo.nói chung trong tầm giá này thì mình cảm thấy ổn.sẽ ủng hộ shop nhìu sản phẩm nữa 😉.",4,4
"Ship nhanh, shop cũng tận tình giải đáp nữa =).",5,5
Tiền nào của ấy thui.,3,3
B nên lắng nghe khách hàng với.,3,3
Thanks shop.,4,5
vải ok nhe size rộng ạ.,5,5
Hàng ko giống mẫu.,2,5
Chất rất ok.,5,5
From xấu vải cx xấu.,2,2
Vải đẹp.,4,5
"Oder hàng có tâm và nhiệt tình, giữ chữ tín ❤️❤️.",5,5
"Đặt kiểu số 3, khi giao bên ngoài túi shop ghi tay rõ có màu đen, nhưng mở ra lại là màu cam.",2,2
Size quần nhỏ hơn so với bình thường. mặc dù mình có trừ hao rồi mà vẫn bị bó sát.sp tốt Thời gian giao hàng nhanh Đáng đồng tiền.,3,3
"Thời gian giao hàng rất nhanh, giày đẹp , hàng SF mà giá ntn thì cx đc , đáng đồng tiền bỏ ra.",5,5
Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,5,5
Rất ưng ý với sản phẩm.,5,5
Chất lượng sản phẩm đáng với giá tiền.,5,5
Có lẽ tôi sẽ ko mua trên shoppe nữa.,1,1
Chất vải ko phải len nhưng nhìn chung tạm ổn.,4,4
Size XL 73 kg mặc hơi chật.,2,2
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời tôi rất hài lòng.,5,5
